,YEAR,MONTH,TMAX_AVG,TMIN_AVG,PRCP_AVG,SNOW_AVG,SEASON
1956-12-01,1956,12,48.32774193548387,36.05290322580645,3.4225806451612906,0.0,Fall
1957-01-01,1957,1,35.48967741935484,23.47032258064516,1.5935483870967742,5.967741935483871,Winter
1957-02-01,1957,2,43.48142857142857,31.46,2.0535714285714284,5.714285714285714,Winter
1957-03-01,1957,3,49.094193548387096,35.681290322580644,2.261290322580645,1.7096774193548387,Spring
1957-04-01,1957,4,62.222,44.564,5.153333333333333,2.6333333333333333,Spring
1957-05-01,1957,5,72.87741935483871,54.22709677419355,1.4193548387096775,0.0,Spring
1957-06-01,1957,6,82.874,65.474,1.4366666666666668,0.0,Spring
1957-07-01,1957,7,86.82451612903225,69.06838709677419,1.5096774193548388,0.0,Summer
1957-08-01,1957,8,81.99354838709678,66.11870967741936,3.1,0.0,Summer
1957-09-01,1957,9,77.52199999999999,61.994,3.08,0.0,Summer
1957-10-01,1957,10,63.19806451612903,49.692258064516125,2.8129032258064517,0.0,Fall
1957-11-01,1957,11,55.604,44.144,3.206666666666667,0.0,Fall
1957-12-01,1957,12,45.906451612903226,35.93096774193548,4.167741935483871,5.741935483870968,Fall
1958-01-01,1958,1,37.748387096774195,26.698709677419355,4.106451612903226,4.935483870967742,Winter
1958-02-01,1958,2,32.50785714285714,22.029285714285713,4.557142857142857,8.714285714285714,Winter
1958-03-01,1958,3,45.33741935483871,34.839354838709674,4.458064516129032,8.612903225806452,Spring
1958-04-01,1958,4,60.572,44.366,6.183333333333334,0.0,Spring
1958-05-01,1958,5,66.07225806451612,51.45161290322581,4.129032258064516,0.0,Spring
1958-06-01,1958,6,75.938,59.156000000000006,2.3866666666666667,0.0,Spring
1958-07-01,1958,7,83.90967741935484,68.99870967741936,4.1,0.0,Summer
1958-08-01,1958,8,82.92258064516129,68.13935483870968,2.5129032258064514,0.0,Summer
1958-09-01,1958,9,75.75800000000001,59.114,3.2600000000000002,0.0,Summer
1958-10-01,1958,10,61.57806451612903,47.39290322580645,6.664516129032258,0.0,Fall
1958-11-01,1958,11,53.144000000000005,41.078,1.9,0.0,Fall
1958-12-01,1958,12,34.049677419354836,22.036129032258067,1.535483870967742,3.5161290322580645,Fall
1959-01-01,1959,1,36.093548387096774,23.621290322580645,2.096774193548387,0.5806451612903226,Winter
1959-02-01,1959,2,38.345,23.0,1.7142857142857142,0.35714285714285715,Winter
1959-03-01,1959,3,46.53935483870968,32.42967741935484,3.674193548387097,4.870967741935484,Spring
1959-04-01,1959,4,61.172,44.36,2.1066666666666665,0.0,Spring
1959-05-01,1959,5,73.55096774193548,54.98193548387097,1.335483870967742,0.0,Spring
1959-06-01,1959,6,78.77600000000001,62.870000000000005,3.4166666666666665,0.0,Spring
1959-07-01,1959,7,83.55548387096775,68.86516129032259,2.838709677419355,0.0,Summer
1959-08-01,1959,8,84.25806451612902,69.52709677419355,3.8096774193548386,0.0,Summer
1959-09-01,1959,9,79.28,63.542,1.4566666666666666,0.0,Summer
1959-10-01,1959,10,64.0167741935484,51.68967741935484,3.8,0.0,Fall
1959-11-01,1959,11,51.397999999999996,38.432,3.8299999999999996,0.43333333333333335,Fall
1959-12-01,1959,12,44.071612903225805,34.07290322580645,4.151612903225806,8.225806451612904,Fall
1960-01-01,1960,1,39.612258064516126,30.530967741935484,2.6548387096774193,1.6129032258064515,Winter
1960-02-01,1960,2,42.62,31.000689655172415,4.986206896551724,2.103448275862069,Winter
1960-03-01,1960,3,40.895483870967745,27.418709677419354,3.270967741935484,16.806451612903224,Spring
1960-04-01,1960,4,63.30800000000001,44.942,2.5466666666666664,0.0,Spring
1960-05-01,1960,5,71.38516129032257,54.70322580645161,2.9419354838709677,0.0,Spring
1960-06-01,1960,6,79.742,64.388,1.02,0.0,Spring
1960-07-01,1960,7,82.33612903225806,67.33806451612904,8.719354838709677,0.0,Summer
1960-08-01,1960,8,81.29677419354839,67.16387096774193,5.645161290322581,0.0,Summer
1960-09-01,1960,9,73.61,61.202,6.593333333333334,0.0,Summer
1960-10-01,1960,10,64.4,50.81870967741935,1.8258064516129031,0.0,Fall
1960-11-01,1960,11,56.468,43.514,2.2866666666666666,0.0,Fall
1960-12-01,1960,12,37.77161290322581,24.55032258064516,3.174193548387097,15.580645161290322,Fall
1961-01-01,1961,1,32.987096774193546,22.59935483870968,2.264516129032258,16.387096774193548,Winter
1961-02-01,1961,2,42.89,29.75,3.5535714285714284,18.142857142857142,Winter
1961-03-01,1961,3,47.630967741935486,33.70709677419355,4.925806451612903,0.0,Spring
1961-04-01,1961,4,54.878,41.342,6.793333333333334,0.0,Spring
1961-05-01,1961,5,65.1258064516129,50.94064516129032,3.193548387096774,0.0,Spring
1961-06-01,1961,6,80.264,64.592,2.37,0.0,Spring
1961-07-01,1961,7,84.8967741935484,69.80580645161291,5.570967741935484,0.0,Summer
1961-08-01,1961,8,83.11419354838709,69.73612903225808,2.5806451612903225,0.0,Summer
1961-09-01,1961,9,81.22999999999999,66.326,1.8199999999999998,0.0,Summer
1961-10-01,1961,10,68.0116129032258,53.222580645161294,1.9903225806451612,0.0,Fall
1961-11-01,1961,11,54.428,43.394,2.52,0.0,Fall
1961-12-01,1961,12,39.902580645161294,30.606451612903225,3.0580645161290323,6.096774193548387,Fall
1962-01-01,1962,1,38.54387096774194,25.93806451612903,2.1193548387096777,0.0,Winter
1962-02-01,1962,2,36.64142857142857,25.314285714285713,4.057142857142857,8.178571428571429,Winter
1962-03-01,1962,3,48.69935483870968,34.1658064516129,2.545161290322581,0.16129032258064516,Spring
1962-04-01,1962,4,58.94,42.44,3.0233333333333334,0.0,Spring
1962-05-01,1962,5,73.2141935483871,54.51161290322581,1.0193548387096774,0.0,Spring
1962-06-01,1962,6,81.716,63.944,5.746666666666667,0.0,Spring
1962-07-01,1962,7,81.65096774193549,64.64967741935484,2.209677419354839,0.0,Summer
1962-08-01,1962,8,80.68129032258065,65.89225806451613,4.9,0.0,Summer
1962-09-01,1962,9,71.678,57.434,3.3666666666666663,0.0,Summer
1962-10-01,1962,10,63.55806451612903,48.69354838709677,2.379032258064516,0.0,Fall
1962-11-01,1962,11,48.434,36.722,3.736666666666667,0.0,Fall
1962-12-01,1962,12,37.81225806451613,26.72193548387097,2.209677419354839,5.709677419354839,Fall
1963-01-01,1963,1,35.51870967741935,24.323870967741936,1.6129032258064515,4.935483870967742,Winter
1963-02-01,1963,2,35.072857142857146,20.499285714285712,2.767857142857143,2.2857142857142856,Winter
1963-03-01,1963,3,48.513548387096776,35.611612903225804,3.6935483870967745,2.3870967741935485,Spring
1963-04-01,1963,4,60.566,43.46,1.2533333333333334,0.0,Spring
1963-05-01,1963,5,69.51548387096774,51.260000000000005,1.8161290322580643,0.0,Spring
1963-06-01,1963,6,79.676,62.282,2.2733333333333334,0.0,Spring
1963-07-01,1963,7,84.15935483870967,67.77935483870968,1.5096774193548388,0.0,Summer
1963-08-01,1963,8,80.32129032258064,64.26645161290323,2.3516129032258064,0.0,Summer
1963-09-01,1963,9,70.63399999999999,54.47,4.096666666666667,0.0,Summer
1963-10-01,1963,10,71.42,52.99612903225807,0.09032258064516129,0.0,Fall
1963-11-01,1963,11,54.836,44.312,7.409999999999999,0.0,Fall
1963-12-01,1963,12,35.89612903225807,27.46516129032258,1.8258064516129031,8.96774193548387,Fall
1964-01-01,1964,1,39.943225806451615,28.74258064516129,4.461290322580645,13.129032258064516,Winter
1964-02-01,1964,2,37.25103448275862,26.78,3.003448275862069,11.0,Winter
1964-03-01,1964,3,49.90709677419355,35.803225806451614,2.2161290322580642,3.129032258064516,Spring
1964-04-01,1964,4,55.988,42.632,4.836666666666667,0.0,Spring
1964-05-01,1964,5,75.32774193548387,57.64709677419354,0.6258064516129032,0.0,Spring
1964-06-01,1964,6,79.68199999999999,63.260000000000005,2.8866666666666667,0.0,Spring
1964-07-01,1964,7,82.70774193548387,66.66451612903225,4.841935483870968,0.0,Summer
1964-08-01,1964,8,81.56967741935483,65.71806451612903,0.22903225806451616,0.0,Summer
1964-09-01,1964,9,76.16,59.804,1.7899999999999998,0.0,Summer
1964-10-01,1964,10,63.39548387096774,48.18838709677419,1.4419354838709677,0.0,Fall
1964-11-01,1964,11,57.464,44.108,1.8833333333333333,0.0,Fall
1964-12-01,1964,12,41.97548387096774,31.233548387096775,3.858064516129032,2.4516129032258065,Fall
1965-01-01,1965,1,34.50838709677419,24.590967741935483,2.7774193548387096,11.870967741935484,Winter
1965-02-01,1965,2,38.293571428571425,26.297857142857143,2.7,1.8214285714285714,Winter
1965-03-01,1965,3,46.487096774193546,35.18774193548387,2.429032258064516,2.032258064516129,Spring
1965-04-01,1965,4,58.256,43.376000000000005,2.8533333333333335,0.0,Spring
1965-05-01,1965,5,76.44258064516129,58.07096774193548,1.7967741935483872,0.0,Spring
1965-06-01,1965,6,80.72,63.69199999999999,1.1766666666666667,0.0,Spring
1965-07-01,1965,7,85.57612903225805,67.43096774193549,1.7548387096774192,0.0,Summer
1965-08-01,1965,8,83.25935483870967,64.25483870967741,1.5774193548387097,0.0,Summer
1965-09-01,1965,9,77.97200000000001,62.294,0.8266666666666668,0.0,Summer
1965-10-01,1965,10,66.21741935483871,50.42967741935484,1.1612903225806452,0.0,Fall
1965-11-01,1965,11,53.834,41.024,1.22,0.0,Fall
1965-12-01,1965,12,46.30129032258065,34.89741935483871,1.503225806451613,0.0,Fall
1966-01-01,1966,1,38.26516129032258,25.566451612903226,2.435483870967742,7.870967741935484,Winter
1966-02-01,1966,2,41.62357142857143,29.126428571428573,4.617857142857143,4.821428571428571,Winter
1966-03-01,1966,3,50.586451612903225,35.61741935483871,1.0,0.0,Spring
1966-04-01,1966,4,57.236000000000004,41.81,2.7399999999999998,0.0,Spring
1966-05-01,1966,5,68.84193548387097,51.30064516129032,3.729032258064516,0.0,Spring
1966-06-01,1966,6,85.268,64.4,0.6533333333333333,0.0,Spring
1966-07-01,1966,7,91.00516129032258,70.60129032258064,0.7612903225806452,0.0,Summer
1966-08-01,1966,8,86.92322580645161,69.0974193548387,1.7516129032258063,0.0,Summer
1966-09-01,1966,9,75.524,60.89,7.029999999999999,0.0,Summer
1966-10-01,1966,10,65.93290322580646,50.42967741935484,3.425806451612903,0.0,Fall
1966-11-01,1966,11,57.572,43.147999999999996,2.1366666666666667,0.0,Fall
1966-12-01,1966,12,42.8058064516129,31.256774193548388,2.7451612903225806,7.774193548387097,Fall
1967-01-01,1967,1,45.32,33.126451612903224,1.1,0.5161290322580645,Winter
1967-02-01,1967,2,38.89142857142857,23.784285714285716,2.757142857142857,25.142857142857142,Winter
1967-03-01,1967,3,46.36516129032258,31.030322580645162,5.6645161290322585,14.548387096774194,Spring
1967-04-01,1967,4,60.2,41.102000000000004,3.1566666666666667,0.0,Spring
1967-05-01,1967,5,64.70193548387097,48.652903225806455,3.6806451612903226,0.0,Spring
1967-06-01,1967,6,84.056,64.1,3.35,0.0,Spring
1967-07-01,1967,7,85.4483870967742,68.69677419354839,5.570967741935484,0.0,Summer
1967-08-01,1967,8,83.27677419354839,68.1741935483871,5.97741935483871,0.0,Summer
1967-09-01,1967,9,77.006,59.54,1.35,0.0,Summer
1967-10-01,1967,10,66.13612903225807,51.20193548387097,2.5161290322580645,0.0,Fall
1967-11-01,1967,11,49.676,37.4,2.3233333333333333,2.533333333333333,Fall
1967-12-01,1967,12,44.78,33.89290322580645,5.648387096774194,4.516129032258065,Fall
1968-01-01,1968,1,34.903225806451616,21.681935483870966,1.6741935483870969,2.4516129032258065,Winter
1968-02-01,1968,2,38.05172413793103,22.497241379310346,1.0344827586206897,0.0,Winter
1968-03-01,1968,3,52.322580645161295,36.20967741935484,4.509677419354839,3.2580645161290325,Spring
1968-04-01,1968,4,66.266,45.098,2.15,0.0,Spring
1968-05-01,1968,5,70.07870967741935,52.438709677419354,5.509677419354839,0.0,Spring
1968-06-01,1968,6,80.84,64.178,4.293333333333333,0.0,Spring
1968-07-01,1968,7,89.28645161290322,71.29225806451612,1.670967741935484,0.0,Summer
1968-08-01,1968,8,86.74322580645162,69.52129032258065,1.6870967741935483,0.0,Summer
1968-09-01,1968,9,81.434,63.361999999999995,1.4966666666666666,0.0,Summer
1968-10-01,1968,10,68.1858064516129,54.3083870967742,1.696774193548387,0.0,Fall
1968-11-01,1968,11,52.298,40.988,5.903333333333333,0.0,Fall
1968-12-01,1968,12,41.47032258064516,28.295483870967743,3.070967741935484,3.4516129032258065,Fall
1969-01-01,1969,1,38.18387096774194,26.86709677419355,0.6870967741935484,0.41935483870967744,Winter
1969-02-01,1969,2,38.39642857142857,28.85,3.025,20.392857142857142,Winter
1969-03-01,1969,3,47.49741935483871,32.58064516129032,2.490322580645161,2.806451612903226,Spring
1969-04-01,1969,4,64.88,46.802,4.203333333333333,0.0,Spring
1969-05-01,1969,5,74.54387096774192,56.149032258064516,2.1161290322580646,0.0,Spring
1969-06-01,1969,6,82.304,65.588,4.036666666666667,0.0,Spring
1969-07-01,1969,7,82.67870967741936,67.84322580645161,6.53225806451613,0.0,Summer
1969-08-01,1969,8,87.04516129032258,69.80580645161291,2.629032258064516,0.0,Summer
1969-09-01,1969,9,78.062,62.245999999999995,6.459999999999999,0.0,Summer
1969-10-01,1969,10,66.78645161290322,49.291612903225804,1.3516129032258064,0.0,Fall
1969-11-01,1969,11,52.988,40.718,2.9566666666666666,0.0,Fall
1969-12-01,1969,12,38.689032258064515,28.208387096774192,5.290322580645162,9.451612903225806,Fall
1970-01-01,1970,1,32.60967741935484,19.359354838709677,0.6193548387096774,5.387096774193548,Winter
1970-02-01,1970,2,41.27642857142857,25.417142857142856,4.132142857142857,8.607142857142858,Winter
1970-03-01,1970,3,46.47548387096774,32.21483870967742,3.264516129032258,1.6451612903225807,Spring
1970-04-01,1970,4,61.532,43.556,2.6766666666666667,0.0,Spring
1970-05-01,1970,5,74.25935483870967,55.969032258064516,1.8,0.0,Spring
1970-06-01,1970,6,81.89599999999999,64.85,2.7066666666666666,0.0,Spring
1970-07-01,1970,7,87.45161290322581,72.26774193548388,0.8096774193548388,0.0,Summer
1970-08-01,1970,8,88.81032258064516,72.4883870967742,3.583870967741935,0.0,Summer
1970-09-01,1970,9,81.73400000000001,65.78,1.8033333333333335,0.0,Summer
1970-10-01,1970,10,68.50516129032258,54.935483870967744,1.238709677419355,0.0,Fall
1970-11-01,1970,11,56.312,45.002,4.506666666666667,0.0,Fall
1970-12-01,1970,12,42.4458064516129,32.104516129032255,2.1,2.6129032258064515,Fall
1971-01-01,1971,1,35.321290322580644,22.65741935483871,1.1741935483870969,6.870967741935484,Winter
1971-02-01,1971,2,41.964285714285715,30.225714285714286,4.121428571428572,0.4642857142857143,Winter
1971-03-01,1971,3,48.10709677419355,33.55612903225806,3.0580645161290323,0.8064516129032258,Spring
1971-04-01,1971,4,59.456,41.468,2.506666666666667,0.43333333333333335,Spring
1971-05-01,1971,5,69.39354838709679,52.670967741935485,3.1,0.0,Spring
1971-06-01,1971,6,83.882,65.462,1.3766666666666667,0.0,Spring
1971-07-01,1971,7,86.97548387096774,71.28645161290322,5.058064516129032,0.0,Summer
1971-08-01,1971,8,86.03483870967742,68.66774193548387,8.616129032258064,0.0,Summer
1971-09-01,1971,9,78.464,65.94800000000001,3.25,0.0,Summer
1971-10-01,1971,10,70.47354838709677,57.3741935483871,3.3193548387096774,0.0,Fall
1971-11-01,1971,11,52.897999999999996,40.406,4.3133333333333335,0.0,Fall
1971-12-01,1971,12,48.36258064516129,35.30967741935484,1.3096774193548388,0.0,Fall
1972-01-01,1972,1,43.119354838709675,29.04451612903226,1.7193548387096775,2.032258064516129,Winter
1972-02-01,1972,2,39.62827586206897,24.911724137931035,4.082758620689655,11.482758620689655,Winter
1972-03-01,1972,3,47.04451612903226,31.67483870967742,3.641935483870968,1.2258064516129032,Spring
1972-04-01,1972,4,59.120000000000005,41.324,2.96,0.0,Spring
1972-05-01,1972,5,72.3083870967742,54.18645161290323,5.587096774193548,0.0,Spring
1972-06-01,1972,6,76.394,61.79,5.95,0.0,Spring
1972-07-01,1972,7,87.19032258064516,71.00774193548386,2.7483870967741937,0.0,Summer
1972-08-01,1972,8,85.94774193548386,69.56774193548387,0.6225806451612903,0.0,Summer
1972-09-01,1972,9,78.93799999999999,63.212,1.5033333333333334,0.0,Summer
1972-10-01,1972,10,61.99612903225807,47.340645161290325,5.009677419354839,0.0,Fall
1972-11-01,1972,11,50.432,39.326,9.883333333333333,0.0,Fall
1972-12-01,1972,12,44.553548387096775,34.380645161290325,3.8967741935483873,0.0,Fall
1973-01-01,1973,1,43.02645161290323,29.17225806451613,3.6548387096774193,0.8064516129032258,Winter
1973-02-01,1973,2,40.96142857142857,25.327142857142857,3.15,0.5357142857142857,Winter
1973-03-01,1973,3,54.15741935483871,40.03612903225807,3.203225806451613,0.0967741935483871,Spring
1973-04-01,1973,4,62.144000000000005,45.896,7.9,0.0,Spring
1973-05-01,1973,5,67.34387096774194,52.8683870967742,3.441935483870968,0.0,Spring
1973-06-01,1973,6,82.952,67.844,3.756666666666667,0.0,Spring
1973-07-01,1973,7,88.46193548387097,70.5374193548387,3.6387096774193552,0.0,Summer
1973-08-01,1973,8,88.22967741935483,71.81483870967742,1.2580645161290323,0.0,Summer
1973-09-01,1973,9,79.166,62.798,2.32,0.0,Summer
1973-10-01,1973,10,69.77677419354839,53.019354838709674,2.6838709677419357,0.0,Fall
1973-11-01,1973,11,56.14399999999999,42.632,1.46,0.0,Fall
1973-12-01,1973,12,46.28387096774193,33.318064516129034,7.416129032258064,1.6451612903225807,Fall
1974-01-01,1974,1,43.18322580645162,30.64709677419355,2.6483870967741936,5.741935483870968,Winter
1974-02-01,1974,2,40.17071428571428,26.619285714285716,1.4035714285714287,6.857142857142857,Winter
1974-03-01,1974,3,51.53290322580645,35.71032258064516,4.732258064516129,4.096774193548387,Spring
1974-04-01,1974,4,66.116,46.286,2.9433333333333334,0.26666666666666666,Spring
1974-05-01,1974,5,70.31677419354838,53.87290322580645,3.164516129032258,0.0,Spring
1974-06-01,1974,6,79.71199999999999,62.906,3.256666666666667,0.0,Spring
1974-07-01,1974,7,88.32258064516128,70.78129032258065,2.4193548387096775,0.0,Summer
1974-08-01,1974,8,86.92322580645161,69.97419354838709,4.796774193548387,0.0,Summer
1974-09-01,1974,9,76.72999999999999,60.391999999999996,6.14,0.0,Summer
1974-10-01,1974,10,64.38258064516128,47.89806451612903,1.735483870967742,0.0,Fall
1974-11-01,1974,11,56.726,42.146,0.8699999999999999,0.0,Fall
1974-12-01,1974,12,46.09225806451613,35.83806451612903,5.574193548387097,0.8064516129032258,Fall
1975-01-01,1975,1,44.63483870967742,32.45290322580645,3.645161290322581,0.4838709677419355,Winter
1975-02-01,1975,2,43.25,31.02285714285714,3.5785714285714283,12.0,Winter
1975-03-01,1975,3,49.07677419354839,34.32838709677419,2.793548387096774,0.9032258064516129,Spring
1975-04-01,1975,4,57.986000000000004,41.168,2.6866666666666665,0.0,Spring
1975-05-01,1975,5,76.18709677419355,57.182580645161295,4.064516129032258,0.0,Spring
1975-06-01,1975,6,80.27000000000001,63.836,5.873333333333333,0.0,Spring
1975-07-01,1975,7,85.9883870967742,69.68967741935484,7.783870967741936,0.0,Summer
1975-08-01,1975,8,84.67612903225806,68.25548387096774,2.0838709677419356,0.0,Summer
1975-09-01,1975,9,72.572,58.826,8.003333333333334,0.0,Summer
1975-10-01,1975,10,68.16258064516128,53.007741935483864,3.0516129032258066,0.0,Fall
1975-11-01,1975,11,60.074,45.5,3.543333333333333,0.0,Fall
1975-12-01,1975,12,44.361935483870965,31.47741935483871,3.054838709677419,1.2580645161290323,Fall
1976-01-01,1976,1,36.192258064516125,21.740000000000002,4.425806451612903,2.838709677419355,Winter
1976-02-01,1976,2,49.9751724137931,31.900689655172414,2.8896551724137933,7.0344827586206895,Winter
1976-03-01,1976,3,54.006451612903234,37.09225806451613,2.493548387096774,7.806451612903226,Spring
1976-04-01,1976,4,66.608,47.6,2.16,0.0,Spring
1976-05-01,1976,5,71.80903225806452,53.994838709677424,3.741935483870968,0.0,Spring
1976-06-01,1976,6,83.97200000000001,66.25999999999999,1.7233333333333334,0.0,Spring
1976-07-01,1976,7,85.76193548387096,69.28903225806451,0.732258064516129,0.0,Summer
1976-08-01,1976,8,85.58193548387096,68.7374193548387,4.990322580645161,0.0,Summer
1976-09-01,1976,9,77.66,61.394000000000005,1.8766666666666665,0.0,Summer
1976-10-01,1976,10,62.00774193548388,48.7283870967742,4.0677419354838715,0.0,Fall
1976-11-01,1976,11,50.516,37.442,0.2966666666666667,0.0,Fall
1976-12-01,1976,12,39.16516129032258,24.590967741935483,1.8548387096774193,4.935483870967742,Fall
1977-01-01,1977,1,30.240645161290324,17.76258064516129,1.596774193548387,7.483870967741935,Winter
1977-02-01,1977,2,42.59428571428571,27.930714285714284,2.1392857142857142,4.821428571428571,Winter
1977-03-01,1977,3,55.71935483870968,38.82258064516129,6.503225806451613,1.6129032258064515,Spring
1977-04-01,1977,4,64.094,44.342,3.0166666666666666,0.0,Spring
1977-05-01,1977,5,76.43096774193549,55.626451612903224,1.4935483870967743,0.0,Spring
1977-06-01,1977,6,78.542,62.162,3.753333333333333,0.0,Spring
1977-07-01,1977,7,88.16,70.28193548387097,1.6580645161290324,0.0,Summer
1977-08-01,1977,8,86.1916129032258,70.10193548387096,4.3032258064516125,0.0,Summer
1977-09-01,1977,9,77.23400000000001,63.566,4.276666666666666,0.0,Summer
1977-10-01,1977,10,65.14903225806452,51.109032258064516,4.967741935483871,0.0,Fall
1977-11-01,1977,11,55.298,44.546,9.913333333333334,0.8333333333333334,Fall
1977-12-01,1977,12,42.26,30.321935483870966,4.745161290322581,0.0,Fall
1978-01-01,1978,1,35.70451612903226,23.174193548387098,7.861290322580645,16.322580645161292,Winter
